# Data from Clarivate Analytics' Web of Science, retrieved 29 October 2018,,,,,,,,,,,,,
# This file generated on 2018-11-22 14:30:09,,,,,,,,,,,,,,
item,id,year,title,AU,SO,DE,DOI,DOI link,Modeling,Version Control,Versioning,Testing,Publicly accessible code?,Publicly accessible data?
1197,WOS:000385595200002,2016,Contributing to the GEO Model Web implementation: A brokering service for business processes,"Santoro, Mattia|Nativi, Stefano|Mazzetti, Paolo",ENVIRONMENTAL MODELLING & SOFTWARE,business process|brokering|interoperability|geoss|model web,10.1016/j.envsoft.2016.06.010,http://dx.doi.org/10.1016/j.envsoft.2016.06.010,,,,,,
2923,WOS:000385907200067,2016,Do Methodological Choices in Environmental Modeling Bias Rebound Effects? A Case Study on Electric Cars,"Vivanco, David Font|Tukker, Arnold|Kemp, Rene",ENVIRONMENTAL SCIENCE & TECHNOLOGY,,10.1021/acs.est.6b01871,http://dx.doi.org/10.1021/acs.est.6b01871,,,,,,
2943,WOS:000389659200056,2016,Case Study: Effect of Climatic Characterization on River Discharge in an Alpine-Prealpine Catchment of the Spanish Pyrenees Using the SWAT Model,"Palazon, Leticia|Navas, Ana",WATER,water resource assessment|hydrological modelling|river discharge|barasona reservoir|mountainous catchment|swat|spanish pyrenees,10.3390/w8100471,http://dx.doi.org/10.3390/w8100471,,,,,,
3380,WOS:000378698400003,2016,Driving a lumped hydrological model with precipitation output from weather generators of different complexity,"Breinl, Korbinian",HYDROLOGICAL SCIENCES JOURNAL-JOURNAL DES SCIENCES HYDROLOGIQUES,single-site weather generator|multi-site weather generator|hydrological modelling|hbv|arametric distributions,10.1080/02626667.2015.1036755,http://dx.doi.org/10.1080/02626667.2015.1036755,,,,,,
244,WOS:000382957700002,2016,"Quantifying groundwater-surface water interactions in a proglacial valley, Cordillera Blanca, Peru","Somers, Lauren D.|Gordon, Ryan P.|McKenzie, Jeffrey M.|Lautz, Laura K.|Wigmore, Oliver|Glose, AnneMarie|Glas, Robin|Aubry-Wake, Caroline|Mark, Bryan|Baraer, Michel|Condom, Thomas",HYDROLOGICAL PROCESSES,hydrology|heat tracing|dye tracing|cordillera blanca|proglacial|groundwater-surface water interaction,10.1002/hyp.10912,http://dx.doi.org/10.1002/hyp.10912,,,,,,
2947,WOS:000388493400027,2016,Accounting for the influence of vegetation and landscape improves model transferability in a tropical savannah region,"Gao, Hongkai|Hrachowitz, Markus|Sriwongsitanon, Nutchanart|Fenicia, Fabrizio|Gharari, Shervan|Savenije, Hubert H. G.",WATER RESOURCES RESEARCH,model transferability|landscape-based modeling|root zone storage capacity|upper ping river basin|parameter regionalization,10.1002/2016WR019574,http://dx.doi.org/10.1002/2016WR019574,,,,,,
240,WOS:000383683800022,2016,Attribution of regional flood changes based on scaling fingerprints,"Viglione, Alberto|Merz, Bruno|Nguyen Viet Dung, |Parajka, Juraj|Nester, Thomas|Bloeschl, Gunter",WATER RESOURCES RESEARCH,,10.1002/2016WR019036,http://dx.doi.org/10.1002/2016WR019036,,,,,,
234,WOS:000373117800015,2016,Distributed hydrological modeling with channel network flow of a forestry drained peatland site,"Haahti, Kersti|Warsta, Lassi|Kokkonen, Teemu|Younis, Bassam A.|Koivusalo, Harri",WATER RESOURCES RESEARCH,,10.1002/2015WR018038,http://dx.doi.org/10.1002/2015WR018038,,,,,,
3374,WOS:000367105900002,2016,A modified Sobol' sensitivity analysis method for decision-making in environmental problems,"Ganji, Arman|Maier, Holger R.|Dandy, Graeme C.",ENVIRONMENTAL MODELLING & SOFTWARE,global sensitivity analysis|sobol'|multi criteria decision analysis|ranking robustness,10.1016/j.envsoft.2015.10.001,http://dx.doi.org/10.1016/j.envsoft.2015.10.001,,,,,,
230,WOS:000374976500003,2016,Evaluation of health benefit using BenMAP-CE with an integrated scheme of model and monitor data during Guangzhou Asian Games,"Ding, Dian|Zhu, Yun|Jang, Carey|Lin, Che-Jen|Wang, Shuxiao|Fu, Joshua|Gao, Jian|Deng, Shuang|Xie, Junping|Qiu, Xuezhen",JOURNAL OF ENVIRONMENTAL SCIENCES,air quality|health benefit|pm2.5|benmap-ce|data fusion|model and monitor data,10.1016/j.jes.2015.06.003,http://dx.doi.org/10.1016/j.jes.2015.06.003,,,,,,
2972,WOS:000389557100004,2016,"Assessing Urban Wastewater System Upgrades Using Integrated Modeling, Life Cycle Analysis, and Shadow Pricing","Hadjimichael, Antonia|Morera, Serni|Benedetti, Lorenzo|Flameling, Tony|Corominas, Lluis|Weijers, Stefan|Comas, Joaquim",ENVIRONMENTAL SCIENCE & TECHNOLOGY,,10.1021/acs.est.5b05845,http://dx.doi.org/10.1021/acs.est.5b05845,,,,,,
3369,WOS:000376431300004,2016,Integrated assessment of socio-economic risks of hazardous hydrological phenomena in Slavyansk municipal district,"Zemtsov, Stepan P.|Goryachko, Mariya D.|Baburin, Vyacheslav L.|Krylenko, Inna N.|Yumina, Natalia M.",NATURAL HAZARDS,socio-economic risks|economic damage analysis|social vulnerability index|hydrological hazards|slavyansk municipal,10.1007/s11069-016-2290-4,http://dx.doi.org/10.1007/s11069-016-2290-4,,,,,,
85,WOS:000381302600002,2016,Temporal Dynamics and Stability of Spatial Soil Matric Potential in Two Land Use Systems,"Yang, Yang|Wendroth, Ole|Walton, Riley J.",VADOSE ZONE JOURNAL,,10.2136/vzj2015.12.0157,http://dx.doi.org/10.2136/vzj2015.12.0157,,,,,,
2940,WOS:000387675500025,2016,"Evaluation of Soil Water Availability (SWA) Based on Hydrological Modelling in Arid and Semi-Arid Areas: A Case Study in Handan City, China","Gao, Xuerui|Wang, Jianhua|Wu, Pute|Zhao, Yong|Zhao, Xining|He, Fan",WATER,soil water resource|soil water availability (swa)|modcycle|dryland farming|handan city,10.3390/w8080360,http://dx.doi.org/10.3390/w8080360,,,,,,
2976,WOS:000373691200014,2016,"Impacts of Spatial Climatic Representation on Hydrological Model Calibration and Prediction Uncertainty: A Mountainous Catchment of Three Gorges Reservoir Region, China","Li, Yan|Thompson, Julian R.|Li, Hengpeng",WATER,soil and water assessment tool|orographic effect|spatial climatic representation|sequential uncertainty fitting|hydrological processes,10.3390/w8030073,http://dx.doi.org/10.3390/w8030073,,,,,,
227,WOS:000389946800014,2016,Computing alpha-Robust Equilibria in Two Integrated Assessment Models for Climate Change,"Andrey, Christopher|Bahn, Olivier|Haurie, Alain|Thuijsman, F|Wagener, F","ADVANCES IN DYNAMIC AND EVOLUTIONARY GAMES: THEORY, APPLICATIONS, AND NUMERICAL METHODS",integrated assessment modeling|dynamic game|robust equilibrium|kullback-leibler divergence|piecewise deterministic differential game,10.1007/978-3-319-28014-1_14,http://dx.doi.org/10.1007/978-3-319-28014-1_14,,,,,,
86,WOS:000386421200014,2016,Investigating the role of geology in the hydrological response of Mediterranean catchments prone to flash-floods: Regional modelling study and process understanding,"Vannier, Olivier|Anquetin, Sandrine|Braud, Isabelle",JOURNAL OF HYDROLOGY,hydrological modelling|process understanding|flash-floods|geology|regional modelling,10.1016/j.jhydrol.2016.04.001,http://dx.doi.org/10.1016/j.jhydrol.2016.04.001,,,,,,
2996,WOS:000380675000001,2016,A Joint Modeling Analysis of Passengers' Intercity Travel Destination and Mode Choices in Yangtze River Delta Megaregion of China,"Wang, Yanli|Wu, Bing|Dong, Zhi|Ye, Xin",MATHEMATICAL PROBLEMS IN ENGINEERING,,10.1155/2016/5293210,http://dx.doi.org/10.1155/2016/5293210,,,,,,
2997,WOS:000389912000009,2016,"Effect of Proposed Large Dams on Water Flows and Hydropower Production in the Sekong, Sesan and Srepok Rivers of the Mekong Basin","Piman, T.|Cochrane, T. A.|Arias, M. E.",RIVER RESEARCH AND APPLICATIONS,southeast asia|hec-ressim|dam operation|hydrological modelling|hydropower|mekong,10.1002/rra.3045,http://dx.doi.org/10.1002/rra.3045,,,,,,
3002,WOS:000393152800025,2016,Water resource monitoring in semi-arid environment through the synergic use of SAR data and hydrological models,"Amitrano, Donato|Di Martino, Gerardo|Iodice, Antonio|Mitidieri, Francesco|Papa, Maria Nicolina|Riccio, Daniele|Ruello, Giuseppe|Neale, CMU|Maltese, A","REMOTE SENSING FOR AGRICULTURE, ECOSYSTEMS, AND HYDROLOGY XVIII",synthetic aperture radar|semi-arid regions|small reservoirs|multitemporal synthetic aperture radar|hydrological modeling,10.1117/12.2241968,http://dx.doi.org/10.1117/12.2241968,,,,,,
3005,WOS:000378776800012,2016,The Complexity of Food Systems: Defining Relevant Attributes and Indicators for the Evaluation of Food Supply Chains in Spain,"Gamboa, Gonzalo|Kovacic, Zora|Di Masso, Marina|Mingorria, Sara|Gomiero, Tiziano|Rivera-Ferre, Marta|Giampietro, Mario",SUSTAINABILITY,food systems|food supply chains|narratives|integrated assessment,10.3390/su8060515,http://dx.doi.org/10.3390/su8060515,,,,,,
89,WOS:000386241300021,2016,Integrated assessment for hydrometeorological drought based on Markov chain model,"Yang, Jie|Wang, Yimin|Chang, Jianxia|Yao, Jun|Huang, Qiang",NATURAL HAZARDS,integrated drought assessment|palmer drought severity index|streamflow drought index|markov chain model|mann-kendall test method,10.1007/s11069-016-2480-0,http://dx.doi.org/10.1007/s11069-016-2480-0,,,,,,
3355,WOS:000367105900006,2016,Technical review of large-scale hydrological models for implementation in operational flood forecasting schemes on continental level,"Kauffeldt, A.|Wetterhall, F.|Pappenberger, F.|Salamon, P.|Thielen, J.",ENVIRONMENTAL MODELLING & SOFTWARE,large-scale|hydrological modelling|operational flood forecasting|ensemble prediction,10.1016/j.envsoft.2015.09.009,http://dx.doi.org/10.1016/j.envsoft.2015.09.009,,,,,,
3354,WOS:000375083200010,2016,Modelling Lake Pampulha: a tool for assessing the catchment area impacts on the phytoplankton dynamics,"das Gracas Silva, Talita Fernanda|Vincon-Leite, Brigitte|Giani, Alessandra|Figueredo, Cleber Cunha|Petrucci, Guido|Lemaire, Bruno|Von Sperling, Eduardo|Tassin, Bruno|Seidl, Martin|Viet Tran Khac, |Viana, Priscila Siqueira|Lima Viana, Valquria Flavia|Toscano, Rodrigo Argolo|Maia Rodrigues, Brenner Henrique|Nascimento, Nilo de Oliveira",ENGENHARIA SANITARIA E AMBIENTAL,lake modelling|hydrological modelling|urban lakes,10.1590/S1413-41520201600100125692,http://dx.doi.org/10.1590/S1413-41520201600100125692,,,,,,
3008,WOS:000377792800064,2016,Application of the system of environmental economic accounting for water SEEAW to the Spanish part of the Duero basin: Lessons learned,"Vicente, D. J.|Rodriguez-Sinobas, L.|Garrote, L.|Sanchez, R.",SCIENCE OF THE TOTAL ENVIRONMENT,system of environmental-economic|accounting for water|river basin management planning|science-policy interfacing|hydrological modeling|water resources management|duero river basin,10.1016/j.scitotenv.2016.04.078,http://dx.doi.org/10.1016/j.scitotenv.2016.04.078,,,,,,
3350,WOS:000378360600038,2016,Impact of temporal resolution of inputs on hydrological model performance: An analysis based on 2400 flood events,"Ficchi, Andrea|Perrin, Charles|Andreassian, Vazken",JOURNAL OF HYDROLOGY,hydrological modelling|short time step|temporal aggregation|rainfall variability|model efficiency|flood events,10.1016/j.jhydrol.2016.04.016,http://dx.doi.org/10.1016/j.jhydrol.2016.04.016,,,,,,
228,WOS:000378776800083,2016,Timber Chips as the Insulation Material for Energy Saving in Prefabricated Offices,"Wang, Yupeng|Fukuda, Hiroatsu",SUSTAINABILITY,environmental modeling|prefabricated office|ac load|thermal comfort|roof insulation,10.3390/su8060587,http://dx.doi.org/10.3390/su8060587,,,,,,
82,WOS:000380128300005,2016,A Framework for Classifying Online Mental Health-Related Communities With an Interest in Depression,"Saha, Budhaditya|Thin Nguyen, |Phung, Dinh|Venkatesh, Svetha",IEEE JOURNAL OF BIOMEDICAL AND HEALTH INFORMATICS,health information management|statistical learning|predictive models,10.1109/JBHI.2016.2543741,http://dx.doi.org/10.1109/JBHI.2016.2543741,,,,,,
2935,WOS:000373781900012,2016,Scale impacts on spatial variability in reference evapotranspiration,"Hess, Tim|Daccache, Andre|Daneshkhah, Ali|Knox, Jerry",HYDROLOGICAL SCIENCES JOURNAL-JOURNAL DES SCIENCES HYDROLOGIQUES,water resources|catchment|regionalisation|england and wales|penman-monteith,10.1080/02626667.2015.1083105,http://dx.doi.org/10.1080/02626667.2015.1083105,,,,,,
3385,WOS:000376413600010,2016,Increasing flood risk under climate change: a pan-European assessment of the benefits of four adaptation strategies,"Alfieri, Lorenzo|Feyen, Luc|Di Baldassarre, Giuliano",CLIMATIC CHANGE,,10.1007/s10584-016-1641-1,http://dx.doi.org/10.1007/s10584-016-1641-1,,,,,,
76,WOS:000382269500015,2016,"Hydrological modeling of a watershed affected by acid mine drainage (Odiel River, SW Spain). Assessment of the pollutant contributing areas","Galvan, L.|Olias, M.|Canovas, C. R.|Sarmiento, A. M.|Nieto, J. M.",JOURNAL OF HYDROLOGY,acidity|metals|mining pollution|odiel|swat,10.1016/j.jhydrol.2016.06.005,http://dx.doi.org/10.1016/j.jhydrol.2016.06.005,,,,,,
2852,WOS:000384921700001,2016,Likelihood of climate change pathways under uncertainty on fossil fuel resource availability,"Capellan-Perez, Inigo|Arto, Inaki|Polanco-Martinez, Josue M.|Gonzalez-Eguino, Mikel|Neumann, Marc B.",ENERGY & ENVIRONMENTAL SCIENCE,,10.1039/c6ee01008c,http://dx.doi.org/10.1039/c6ee01008c,,,,,,
3414,WOS:000378953700011,2016,Evaluation of TOPLATS on three Mediterranean catchments,"Loizu, Javier|Alvarez-Mozos, Jesus|Casali, Javier|Goni, Mikel",JOURNAL OF HYDROLOGY,toplats|sensitivity analysis|morris and sobol methods|calibration and validation strategies|optimization algorithm|hydrological modeling time scale,10.1016/j.jhydrol.2016.05.025,http://dx.doi.org/10.1016/j.jhydrol.2016.05.025,,,,,,
3413,WOS:000385595200011,2016,Moving SWAT model calibration and uncertainty analysis to an enterprise Hadoop-based cloud,"Zhang, Dejian|Chen, Xingwei|Yao, Huaxia|James, April",ENVIRONMENTAL MODELLING & SOFTWARE,auto calibration|cut-swat|cloud computing|enterprise cloud|swat|uncertainty analysis,10.1016/j.envsoft.2016.06.024,http://dx.doi.org/10.1016/j.envsoft.2016.06.024,,,,,,
261,WOS:000382935400004,2016,"Chronic Effects of Tributyltin on Multiple Biomarkers Responses in Juvenile Common Carp, Cyprinus carpio","Li, Zhi-Hua|Li, Ping|Shi, Ze-Chao",ENVIRONMENTAL TOXICOLOGY,fish|tributyltin|morphological indices|ros generation|atpase activity,10.1002/tox.22103,http://dx.doi.org/10.1002/tox.22103,,,,,,
257,WOS:000382805800092,2016,Global and Regional Evaluation of Energy for Water,"Liu, Yaling|Hejazi, Mohamad|Kyle, Page|Kim, Son H.|Davies, Evan|Miralles, Diego G.|Teuling, Adriaan J.|He, Yujie|Niyogi, Dev",ENVIRONMENTAL SCIENCE & TECHNOLOGY,,10.1021/acs.est.6b01065,http://dx.doi.org/10.1021/acs.est.6b01065,,,,,,
2869,WOS:000372759400012,2016,"Assessing the impacts of climate change and tillage practices on stream flow, crop and sediment yields from the Mississippi River Basin","Parajuli, P. B.|Jayakody, P.|Sassenrath, G. F.|Ouyang, Y.",AGRICULTURAL WATER MANAGEMENT,climate change|modeling|tillage practices|stream flow|crop yield,10.1016/j.agwat.2016.02.005,http://dx.doi.org/10.1016/j.agwat.2016.02.005,,,,,,
3412,WOS:000389316400008,2016,When does seed limitation matter for scaling up reforestation from patches to landscapes?,"Caughlin, T. Trevor|Elliott, Stephen|Lichstein, Jeremy W.",ECOLOGICAL APPLICATIONS,animal seed dispersal|bonn challenge|directed dispersal|forest dynamics model|forest landscape restoration|lambert's w function|mathematical model|perfect plasticity approximation|secondary succession|seed addition|seed limitation|spatial model,10.1002/eap.1410,http://dx.doi.org/10.1002/eap.1410,,,,,,
2880,WOS:000374314900004,2016,Validation of a mesoscale hydrological model in a small-scale forested catchment,"Sipek, Vaclav|Tesar, Miroslav",HYDROLOGY RESEARCH,hydrological modelling|small catchment|soil moisture|subsurface lateral flow|swim,10.2166/nh.2015.220,http://dx.doi.org/10.2166/nh.2015.220,,,,,,
2887,WOS:000382269000036,2016,A cost-efficiency and health benefit approach to improve urban air quality,"Miranda, A. I.|Ferreira, J.|Silveira, C.|Relvas, H.|Duque, L.|Roebeling, P.|Lopes, M.|Costa, S.|Monteiro, A.|Gama, C.|Sa, E.|Borrego, C.|Teixeira, J. P.",SCIENCE OF THE TOTAL ENVIRONMENT,emission abatement measures|air quality modelling|health impact functions|cost-benefit analysis,10.1016/j.scitotenv.2016.06.102,http://dx.doi.org/10.1016/j.scitotenv.2016.06.102,,,,,,
2889,WOS:000374359500015,2016,WALRUS-paddy model for simulating the hydrological processes of lowland polders with paddy fields and pumping stations,"Yan, Renhua|Gao, Junfeng|Huang, Jiacong",AGRICULTURAL WATER MANAGEMENT,lowland polder|hydrological processes|multi-type land use|paddy field|pumping station,10.1016/j.agwat.2016.02.018,http://dx.doi.org/10.1016/j.agwat.2016.02.018,,,,,,
3408,WOS:000379419500026,2016,Subgrid spatial variability of soil hydraulic functions for hydrological modelling,"Kreye, Phillip|Meon, Guenter",HYDROLOGY AND EARTH SYSTEM SCIENCES,,10.5194/hess-20-2557-2016,http://dx.doi.org/10.5194/hess-20-2557-2016,,,,,,
2895,WOS:000382761400031,2016,Projecting In-stream Dissolved Organic Carbon and Total Mercury Concentrations in Small Watersheds Following Forest Growth and Clearcutting,"Zhang, Chengfu|Jamieson, Rob C.|Meng, Fan-Rui|Gordon, Robert|Bourque, Charles P. -A.",WATER AIR AND SOIL POLLUTION,ecosystem modelling|forest rotation|seasonal stream hg concentrations|species effects|stream water quality|wetland distribution,10.1007/s11270-016-3017-6,http://dx.doi.org/10.1007/s11270-016-3017-6,,,,,,
3402,WOS:000377309500003,2016,Short-term scheduling of multiple source pipelines with simultaneous injections and deliveries,"Mostafaei, Hossein|Castro, Pedro M.|Ghaffari-Hadigheh, Alireza",COMPUTERS & OPERATIONS RESEARCH,mathematical modeling|mixed-integer linear programming|generalized disjunctive programming|multiproduct pipelines,10.1016/j.cor.2016.03.006,http://dx.doi.org/10.1016/j.cor.2016.03.006,,,,,,
253,WOS:000443617200036,2016,Effect of satellite based rainfall products on river basin responses of runoff simulation on flood event,"Pakoksung, Kwanchai|Takagi, Masataka",MODELING EARTH SYSTEMS AND ENVIRONMENT,rainfall spatial|satellite based rainfall|runoff|rainfall-runoff-inundation model,10.1007/s40808-016-0200-0,http://dx.doi.org/10.1007/s40808-016-0200-0,,,,,,
2901,WOS:000385482400010,2016,Multi-Criteria Framework to Assess Large Scale Water Resources Policy Measures,"Udias, Angel|Gentile, Alessandro|Burek, Peter|de Roo, Ad|Bouraoui, Faycal|Vandecasteele, Ine|Lavalle, Carlo|Bidoglio, Giovanni",WATER,water resources management|hydro-economical modeling|optimization|multi-criteria analysis|blueprint|european policy,10.3390/w8090370,http://dx.doi.org/10.3390/w8090370,,,,,,
